"date","county","state","fips","cases","deaths","population","Sq.Ki.","Sq.Mi.","density","infection_per_10000"
"2020-04-22","Teton","Idaho","16081",7,0,12142,"1166.5","450.4",26.958259325044406,5.765112831493988
"2020-04-22","Rock Island","Illinois","17161",242,6,141879,"1105.4","426.8",332.42502343017804,17.056787826246307
"2020-04-22","Strafford","New Hampshire","33017",118,1,130633,"955.3","368.8",354.21095444685466,9.032939609440188
"2020-04-22","Caddo","Louisiana","22017",1332,84,240204,"2284.7","882.1",272.3092619884367,55.45286506469501
"2020-04-22","Maricopa","Arizona","04013",2846,97,4485414,"23838.5","9204",487.3331160365059,6.345010739253946
"2020-04-22","Martin","Minnesota","27091",41,4,19683,"1837.3","709.4",27.74598252043981,20.830158004369252
"2020-04-22","Brown","Ohio","39015",10,1,43432,"1273.8","491.8",88.31232208214722,2.302449806594216
"2020-04-22","Cumberland","Kentucky","21057",4,0,6614,"792.1","305.8",21.628515369522564,6.047777441790142
"2020-04-22","Childress","Texas","48075",1,0,7306,"1839.9","710.4",10.284346846846848,1.368738023542294
"2020-04-22","Wayne","Pennsylvania","42127",86,3,51361,"1889","729.4",70.41540992596656,16.74422226981562
"2020-04-22","Marathon","Wisconsin","55073",17,1,135692,"4001.7","1545.1",87.82085301922206,1.2528373080211066
"2020-04-22","McIntosh","Oklahoma","40091",2,0,19596,"1605.9","620",31.606451612903225,1.0206164523372117
"2020-04-22","Chatham","Georgia","13051",193,7,289430,"1140.6","440.4",657.1980018165305,6.668279031199254
"2020-04-22","Hutchinson","South Dakota","46067",2,0,7291,"2105.8","813",8.968019680196802,2.74310794129749
"2020-04-22","Tucker","West Virginia","54093",4,0,6839,"1084.9","418.9",16.326092146096922,5.848808305307793
"2020-04-22","Monterey","California","06053",154,4,434061,"8603.8","3321.9",130.6664860471417,3.547888430427981
"2020-04-22","Monroe","Illinois","17133",58,8,34637,"1005.8","388.3",89.20164821014679,16.7450991714063
"2020-04-22","Cherokee","Alabama","01019",13,0,26196,"1432.7","553.2",47.353579175704986,4.962589708352421
"2020-04-22","Taney","Missouri","29213",9,1,55928,"1638","632.4",88.43769765970904,1.6092118437991703
"2020-04-22","Knox","Indiana","18083",18,0,36594,"1336.1","515.9",70.9323512308587,4.918839153959666
"2020-04-22","Clare","Michigan","26035",10,1,30950,"1468.2","566.9",54.59516669606633,3.231017770597738
"2020-04-22","Rains","Texas","48379",2,0,12514,"601.1","232.1",53.91641533821629,1.59821000479463
"2020-04-22","Caddo","Oklahoma","40015",53,4,28762,"3311.1","1278.4",22.498435544430535,18.42709130102218
"2020-04-22","Clinton","Kentucky","21053",2,0,10218,"511.4","197.5",51.73670886075949,1.9573302016050107
"2020-04-22","Howard","Texas","48227",1,1,36664,"2338.6","902.9",40.60693321519548,0.27274710888064585
"2020-04-22","Logan","Colorado","08075",24,1,22409,"4762","1838.6",12.188077885347548,10.70998259627828
"2020-04-22","Frio","Texas","48163",1,0,20306,"2934.8","1133.1",17.920748389374285,0.4924652811976756
"2020-04-22","Tallapoosa","Alabama","01123",242,16,40367,"1859.7","718",56.221448467966574,59.94995912502787
"2020-04-22","New Haven","Connecticut","09009",5811,345,854757,"1569","605.8",1410.9557609772203,67.98423411566094
"2020-04-22","Racine","Wisconsin","55101",198,10,196311,"862.8","333.1",589.3455418793155,10.08603695157174
"2020-04-22","St. Louis","Missouri","29189",2436,97,994205,"1315.1","507.8",1957.8672705789681,24.501989026408033
"2020-04-22","Fairfield","Connecticut","09001",9883,584,943332,"1621","625.9",1507.160888320818,104.76693253276683
"2020-04-22","Sunflower","Mississippi","28133",50,2,25110,"1797","693.8",36.19198616315941,19.91238550378335
"2020-04-22","Meriwether","Georgia","13199",48,0,21167,"1303.7","503.4",42.04807310290028,22.676808239240327
"2020-04-22","Trempealeau","Wisconsin","55121",1,0,29649,"1901.4","734.1",40.388230486309766,0.3372795035245708
"2020-04-22","Lake","South Dakota","46079",3,0,12797,"1458.9","563.3",22.71791230250311,2.3442994451824646
"2020-04-22","Weber","Utah","49057",125,1,260213,"1490.8","575.6",452.07261987491313,4.803756922213725
"2020-04-22","Wright","Missouri","29229",9,0,18289,"1767.3","682.3",26.804924520005866,4.920990759472907
"2020-04-22","Washington","Oklahoma","40147",201,11,51527,"1079.7","416.9",123.59558647157593,39.00867506355891
"2020-04-22","Macoupin","Illinois","17117",24,0,44926,"2236.9","863.7",52.01574620817413,5.3421181498464145
"2020-04-22","Colusa","California","06011",3,0,21547,"2980.5","1150.8",18.723496697949255,1.392305193298371
"2020-04-22","Kent","Michigan","26081",757,25,656955,"2217.7","856.2",767.2915206727399,11.52285925215578
"2020-04-22","Morgan","Alabama","01103",50,0,119679,"1508","582.2",205.56338028169012,4.177842395073489
"2020-04-22","Lenoir","North Carolina","37107",27,0,55949,"1035.7","399.9",139.9074768692173,4.825823517846611
"2020-04-22","Chaves","New Mexico","35005",21,1,64615,"15724.9","6071.4",10.64252067068551,3.250019345353246
"2020-04-22","Camas","Idaho","16025",1,0,1106,"2784.3","1075",1.0288372093023255,9.041591320072333
"2020-04-22","Cass","Indiana","18017",138,1,37689,"1069.4","412.9",91.27875999031242,36.61545809122025
"2020-04-22","Nowata","Oklahoma","40105",14,0,10076,"1463.3","565",17.833628318584072,13.89440254069075
"2020-04-22","Cannon","Tennessee","47015",11,0,14678,"688.1","265.7",55.24275498682725,7.494209020302494
"2020-04-22","Hendry","Florida","12051",52,1,42022,"2985.5","1152.7",36.455278910384315,12.37447051544429
"2020-04-22","Plaquemines","Louisiana","22075",164,16,23197,"2187.6","844.6",27.465072223537767,70.69879725826615
"2020-04-22","Juniata","Pennsylvania","42067",73,0,24763,"1014.3","391.6",63.235444330949946,29.479465331341114
"2020-04-22","Summit","Colorado","08117",88,1,31011,"1575.3","608.2",50.98816178888523,28.37702750636871
"2020-04-22","Canyon","Idaho","16027",205,6,229849,"1527.5","589.8",389.70668023058664,8.918898929297061
"2020-04-22","Chesterfield","South Carolina","45025",37,0,45650,"2068.8","798.8",57.14822233350025,8.105147864184008
"2020-04-22","Tuscarawas","Ohio","39157",38,0,91987,"1470.1","567.6",162.0630725863284,4.131018513485601
"2020-04-22","Glenn","California","06021",4,0,28393,"3405.5","1314.9",21.593277055289374,1.408797943155003
"2020-04-22","Robeson","North Carolina","37155",34,0,130625,"2457.7","948.9",137.6593950890505,2.602870813397129
"2020-04-22","Clinton","Indiana","18023",20,1,32399,"1049.3","405.1",79.97778326339176,6.173030031791105
"2020-04-22","Kershaw","South Carolina","45055",205,9,66551,"1881.1","726.3",91.63018036623986,30.803443975297142
"2020-04-22","Umatilla","Oregon","41059",29,0,77950,"8327.7","3215.3",24.243460952321712,3.7203335471456063
"2020-04-22","Chemung","New York","36015",75,2,83456,"1057.2","408.2",204.44879960803527,8.986771472392638
"2020-04-22","Rockland","New York","36087",9699,309,325789,"451.2","174.2",1870.2009184845008,297.70802574672564
"2020-04-22","Richland","Montana","30083",3,0,10803,"5398","2084.2",5.183283753958354,2.77700638711469
"2020-04-22","Crawford","Georgia","13079",14,0,12404,"842.1","325.1",38.154414026453395,11.286681715575622
"2020-04-22","Grundy","Illinois","17063",26,0,51054,"1088.2","420.1",121.52820756962628,5.0926470012144005
"2020-04-22","Geary","Kansas","20061",10,0,31670,"995.3","384.3",82.4095758521988,3.157562361856647
"2020-04-22","Stanton","Kansas","20187",3,0,2006,"1761.4","680.1",2.949566240258785,14.955134596211366
"2020-04-22","Sarasota","Florida","12115",299,31,433742,"1480.8","571.8",758.555438964673,6.893498900267901
"2020-04-22","Hinsdale","Colorado","08053",3,0,820,"2895","1117.8",0.733583825371265,36.58536585365854
"2020-04-22","St. Helena","Louisiana","22091",22,1,10132,"1057.7","408.4",24.809010773751226,21.713383339913147
"2020-04-22","Columbia","Wisconsin","55021",27,1,57532,"2004.3","773.9",74.34035405091097,4.693040394910659
"2020-04-22","York","Pennsylvania","42133",531,14,449058,"2343","904.6",496.4160955118284,11.824753149927181
"2020-04-22","Oconee","South Carolina","45073",19,0,79546,"1619","625.1",127.25323948168293,2.3885550499082293
"2020-04-22","Tarrant","Texas","48439",1430,44,2102515,"2236.5","863.5",2434.875506658946,6.801378349262669
"2020-04-22","Dooly","Georgia","13093",74,6,13390,"1017.8","393",34.07124681933842,55.265123226288274
"2020-04-22","Genesee","New York","36037",122,2,57280,"1279.8","494.1",115.92794980773122,21.298882681564248
"2020-04-22","Franklin","Iowa","19069",1,0,10070,"1508.6","582.5",17.28755364806867,0.9930486593843099
"2020-04-22","Roosevelt","New Mexico","35041",4,0,18500,"6342.1","2448.7",7.555029199166905,2.1621621621621623
"2020-04-22","Goochland","Virginia","51075",62,3,23753,"736.7","284.5",83.49033391915641,26.101966067444113
"2020-04-22","Fillmore","Nebraska","31059",1,1,5462,"1493.1","576.5",9.47441457068517,1.8308311973636031
"2020-04-22","Lincoln","Idaho","16063",20,0,5366,"3122.5","1205.6",4.4508958195089585,37.27171077152441
"2020-04-22","Portage","Ohio","39133",197,31,162466,"1275.4","492.4",329.9471974004874,12.125613974616227
"2020-04-22","Gibson","Indiana","18051",5,0,33659,"1266.1","488.9",68.84638985477604,1.4854867940224012
"2020-04-22","Schuyler","Illinois","17169",1,0,6768,"1132.8","437.4",15.473251028806585,1.4775413711583925
"2020-04-22","Mahaska","Iowa","19123",8,1,22095,"1478.8","570.9",38.70204939569101,3.6207286716451685
"2020-04-22","Antelope","Nebraska","31003",1,0,6298,"2220","857.1",7.348034068370085,1.5878056525881232
"2020-04-22","Fentress","Tennessee","47049",4,0,18523,"1291.5","498.7",37.142570683777826,2.159477406467635
"2020-04-22","Windham","Vermont","50025",67,2,42222,"2042.9","788.8",53.526876267748484,15.86850457107669
"2020-04-22","Jefferson","Indiana","18077",21,0,32308,"936","361.4",89.39679026009962,6.499938095827659
"2020-04-22","Hardy","West Virginia","54031",3,0,13776,"1511.1","583.4",23.61330133699006,2.177700348432056
"2020-04-22","Lincoln","Oregon","41041",5,0,49962,"2537.3","979.7",50.997244054302335,1.0007605780393098
"2020-04-22","Warren","Illinois","17187",19,0,16844,"1405.3","542.6",31.043125691116842,11.27998100213726
"2020-04-22","Oconee","Georgia","13219",53,0,40280,"481.1","185.8",216.79224973089342,13.157894736842104
"2020-04-22","Greensville","Virginia","51081",23,4,11336,"765.2","295.5",38.36209813874788,20.289343683839096
"2020-04-22","Broome","New York","36007",219,8,190488,"1830.8","706.9",269.46951478285473,11.49678719919365
"2020-04-22","Jenkins","Georgia","13165",14,1,8676,"906.1","349.8",24.802744425385935,16.136468418626094
"2020-04-22","Pratt","Kansas","20151",1,0,9164,"1903.7","735",12.468027210884355,1.0912265386294195
"2020-04-22","Hardeman","Tennessee","47069",8,0,25050,"1729","667.6",37.52246854403835,3.193612774451098
"2020-04-22","Jay","Indiana","18075",9,0,20436,"993.7","383.7",53.26035965598124,4.403992953611274
"2020-04-22","Marion","Tennessee","47115",28,1,28907,"1294.6","499.8",57.83713485394158,9.686235167952399
"2020-04-22","Sussex","Virginia","51183",23,1,11159,"1271.1","490.8",22.73634881825591,20.611165875078413
"2020-04-22","Beckham","Oklahoma","40009",2,0,21859,"2335.9","901.9",24.236611597738108,0.9149549384692804
"2020-04-22","Ferry","Washington","53019",1,0,7627,"5708.3","2204",3.460526315789474,1.311131506490101
"2020-04-22","West Feliciana","Louisiana","22125",82,1,15568,"1051.6","406",38.3448275862069,52.672147995889006
"2020-04-22","McKenzie","North Dakota","38053",10,0,15024,"7102.2","2742.2",5.47881263219313,6.656017039403621
"2020-04-22","McLean","Kentucky","21149",9,1,9207,"658.7","254.3",36.205269366889496,9.775171065493646
"2020-04-22","Clark","Indiana","18019",188,11,118302,"971.7","375.2",315.3038379530917,15.891531842234281
"2020-04-22","Grant","Kentucky","21081",19,3,25069,"673.1","259.9",96.45632935744518,7.57908173441302
"2020-04-22","Franklin","Missouri","29071",102,5,103967,"2388.2","922.1",112.75024400824205,9.810805351698136
"2020-04-22","Dyer","Tennessee","47045",29,0,37159,"1322.4","510.6",72.77516647081865,7.804300438655507
"2020-04-22","Osceola","Florida","12097",423,6,375751,"3424","1322",284.2291981845688,11.257455069979853
"2020-04-22","Parker","Texas","48367",21,0,142878,"2340.3","903.6",158.12084993359895,1.4697854113299458
"2020-04-22","Accomack","Virginia","51001",52,1,32316,"1177.4","454.6",71.08666959964803,16.091100383710856
"2020-04-22","Poweshiek","Iowa","19157",14,1,18504,"1515.4","585.1",31.625363185780206,7.565931690445309
"2020-04-22","Davie","North Carolina","37059",24,2,42846,"686.9","265.2",161.5610859728507,5.601456378658451
"2020-04-22","Lynn","Texas","48305",5,1,5951,"2310.1","891.9",6.672272676309003,8.401949252226517
"2020-04-22","Liberty","Montana","30051",1,0,2337,"3703.2","1429.8",1.63449433487201,4.278990158322636
"2020-04-22","Mitchell","Texas","48335",1,0,8545,"2357.2","910.1",9.389078123283156,1.1702750146284377
"2020-04-22","Washakie","Wyoming","56043",4,0,7805,"5802","2240.2",3.4840639228640304,5.1249199231262015
"2020-04-22","Mason","West Virginia","54053",10,0,26516,"1118.6","431.9",61.393841166936795,3.771307889576105
"2020-04-22","Mercer","Kentucky","21167",11,0,21933,"649.9","250.9",87.41729772817855,5.015273788355446
"2020-04-22","Wabaunsee","Kansas","20197",3,0,6931,"2065.4","797.5",8.690909090909091,4.3283797431828015
"2020-04-22","Watonwan","Minnesota","27165",4,0,10897,"1125.4","434.5",25.07940161104718,3.6707350646967054
"2020-04-22","Buncombe","North Carolina","37021",46,3,261191,"1699.8","656.3",397.9750114277008,1.7611632866369822
"2020-04-22","Allen","Kentucky","21003",5,0,21315,"896.5","346.1",61.586246749494364,2.345765892563922
"2020-04-22","Ashe","North Carolina","37009",4,0,27203,"1103.8","426.2",63.8268418582825,1.4704260559497113
"2020-04-22","Grenada","Mississippi","28043",27,0,20758,"1092.8","421.9",49.2012325195544,13.007033432893342
"2020-04-22","Wright","Iowa","19197",2,0,12562,"1504.2","580.8",21.62878787878788,1.5921031682853048
"2020-04-22","Choctaw","Oklahoma","40023",3,0,14672,"2004.6","774",18.956072351421188,2.044711014176663
"2020-04-22","Anderson","Texas","48001",14,0,57735,"2773.7","1070.9",53.91259688112802,2.4248722611933835
"2020-04-22","Big Stone","Minnesota","27011",1,0,4991,"1287.2","497",10.04225352112676,2.003606491685033
"2020-04-22","Jefferson","Texas","48245",209,13,251565,"2340.3","903.6",278.40305444887116,8.307991970266134
"2020-04-22","Carbon","Utah","49007",4,0,20463,"3829.5","1478.6",13.839442716082782,1.954747593217026
"2020-04-22","Breckinridge","Kentucky","21027",6,0,20477,"1482.6","572.4",35.77393431167016,2.9301167163158666
"2020-04-22","Plymouth","Massachusetts","25023",3253,157,521202,"1710.9","660.6",788.9827429609446,62.41342128387842
"2020-04-22","Lea","New Mexico","35025",5,0,71070,"11378.6","4393.3",16.176905742835682,0.7035317292809906
"2020-04-22","Barnes","North Dakota","38003",3,0,10415,"3863.7","1491.8",6.981498860437056,2.8804608737397985
"2020-04-22","Jasper","Texas","48241",10,1,35529,"2428","937.5",37.8976,2.8146021559852517
"2020-04-22","Wheeler","Georgia","13309",3,0,7855,"771.1","297.7",26.38562311051394,3.819223424570337
"2020-04-22","Pacific","Washington","53049",3,0,22471,"2524.1","974.6",23.056638620972706,1.3350540696898225
"2020-04-22","Hancock","Mississippi","28045",54,5,47632,"1235.2","476.9",99.87838121199414,11.33691635875042
"2020-04-22","Lamar","Georgia","13171",28,0,19077,"478.7","184.8",103.23051948051948,14.67736017193479
"2020-04-22","Vermilion","Illinois","17183",10,0,75758,"2328.7","899.1",84.25981537092647,1.319992608041395
"2020-04-22","Carson City","Nevada","32510",28,1,55916,"371.8","143.5",389.6585365853659,5.007511266900351
"2020-04-22","Carson","Texas","48065",1,0,5926,"2391.2","923.2",6.41897746967071,1.6874789065136686
"2020-04-22","Nelson","North Dakota","38063",1,0,2879,"2542.6","981.7",2.932667821126617,3.473428273706148
"2020-04-22","Chester","Pennsylvania","42029",977,67,524989,"1958.1","756",694.4298941798942,18.609913731525804
"2020-04-22","Marion","Missouri","29127",4,0,28530,"1134.7","438.1",65.12211823784524,1.4020329477742728
"2020-04-22","Darlington","South Carolina","45031",85,0,66618,"1455.7","562.1",118.51627824230563,12.75931429943859
"2020-04-22","Pulaski","Georgia","13235",17,1,11137,"640.8","247.4",45.01616814874697,15.264433869085032
"2020-04-22","Columbia","New York","36021",117,16,59461,"1646.7","635.8",93.52154765649576,19.67676292023343
"2020-04-22","Midland","Texas","48329",67,4,176832,"2331.8","900.3",196.4145284905032,3.7889069851610566
"2020-04-22","Barrow","Georgia","13013",103,3,83240,"420.2","162.2",513.193588162762,12.37385872176838
"2020-04-22","Grayson","Texas","48181",19,0,136212,"2418.2","933.7",145.88411695405375,1.394884444835991
"2020-04-22","Idaho","Idaho","16049",3,0,16667,"21976.6","8485.2",1.964243624192712,1.7999640007199855
"2020-04-22","Nance","Nebraska","31125",1,0,3519,"1143.1","441.3",7.974167233174711,2.841716396703609
"2020-04-22","Wallowa","Oregon","41063",1,0,7208,"8146.6","3145.4",2.29160043237744,1.3873473917869035
"2020-04-22","Carter","Tennessee","47019",5,1,56391,"883.4","341.1",165.32102022867193,0.8866663120001419
"2020-04-22","Crockett","Tennessee","47033",6,0,14230,"687.1","265.3",53.637391632114586,4.2164441321152495
"2020-04-22","Summers","West Virginia","54089",1,0,12573,"935.5","361.2",34.808970099667775,0.7953551260637874
"2020-04-22","Walker","Alabama","01127",90,0,63521,"2057.6","794.5",79.95091252359975,14.16854268667055
"2020-04-22","Lucas","Ohio","39095",878,44,428348,"881.6","340.4",1258.3666274970624,20.497352619832473
"2020-04-22","Franklin","Indiana","18047",91,7,22758,"999.8","386",58.95854922279793,39.98593901045786
"2020-04-22","Bacon","Georgia","13005",20,1,11164,"738.1","285",39.1719298245614,17.914725904693658
"2020-04-22","Charles","Maryland","24017",427,29,163257,"1194.2","461.1",354.0598568640208,26.155080639727547
"2020-04-22","Pondera","Montana","30073",2,0,5911,"4207.9","1624.7",3.6382101311011263,3.3835222466587718
"2020-04-22","Dare","North Carolina","37055",11,1,37009,"988.5","381.7",96.95834424941053,2.9722499932448865
"2020-04-22","Hall","Georgia","13139",907,9,204441,"1019.6","393.7",519.2811785623571,44.36487788652961
"2020-04-22","Otero","New Mexico","35035",3,0,67490,"17163.8","6626.9",10.184249045556747,0.44451029782189955
"2020-04-22","Bibb","Georgia","13021",224,4,153159,"647.5","250",612.636,14.625324009689278
"2020-04-22","Callaway","Missouri","29027",21,1,44743,"2173.3","839.1",53.322607555714455,4.693471604496793
"2020-04-22","Hopkins","Texas","48223",4,0,37084,"2032.5","784.8",47.252803261977576,1.07863229425089
"2020-04-22","Lehigh","Pennsylvania","42077",2374,49,369318,"897.9","346.7",1065.2379578886646,64.28064703047238
"2020-04-22","Wilbarger","Texas","48487",1,0,12769,"2515.2","971.1",13.149006281536401,0.7831466833737959
"2020-04-22","Fremont","Colorado","08043",19,0,47839,"3970.6","1533",31.206131767775602,3.9716549258972806
"2020-04-22","Grand Traverse","Michigan","26055",19,5,93088,"1204.6","465.1",200.14620511717908,2.0410794087315227
"2020-04-22","Escambia","Florida","12033",418,10,318316,"1718.8","663.6",479.6805304400241,13.131605071689767
"2020-04-22","Yalobusha","Mississippi","28161",17,0,12108,"1209.9","467.2",25.91609589041096,14.0403039312851
"2020-04-22","Hancock","Iowa","19081",3,0,10630,"1479.3","571.1",18.613202591490108,2.8222013170272815
"2020-04-22","King George","Virginia","51099",19,2,26836,"466.2","180",149.0888888888889,7.080041734982859
"2020-04-22","Houston","Georgia","13153",190,13,157863,"975.9","376.8",418.9570063694267,12.03575251958977
"2020-04-22","Stephens","Oklahoma","40137",19,1,43143,"2271.8","877.2",49.182626538987684,4.40395892728832
"2020-04-22","Brown","South Dakota","46013",27,0,38839,"4436.2","1712.8",22.675735637552545,6.951775277427328
"2020-04-22","Oregon","Missouri","29149",1,0,10529,"2049.9","791.5",13.302590018951358,0.9497578117580017
"2020-04-22","Bradford","Florida","12007",42,2,28201,"759.3","293.2",96.18349249658937,14.893088897556824
"2020-04-22","Webster","Mississippi","28155",16,1,9689,"1095.2","422.8",22.9162724692526,16.513572092063164
"2020-04-22","Alamance","North Carolina","37001",55,0,169509,"1115.5","430.7",393.5662874390527,3.2446654749895285
"2020-04-22","Washington","Indiana","18175",31,0,28036,"1332.4","514.5",54.49173955296404,11.057212155799686
"2020-04-22","Lexington city","Virginia","51678",3,0,7446,"6.5","2.5",2978.4,4.0290088638195005
"2020-04-22","Wilson","Tennessee","47189",194,1,144657,"1477.9","570.6",253.51735015772869,13.411034377873175
"2020-04-22","Teller","Colorado","08119",25,2,25388,"1442.9","557.1",45.57171064440854,9.84717189223255
"2020-04-22","Pennington","Minnesota","27113",1,0,14119,"1596.9","616.6",22.898151151475833,0.7082654578936185
"2020-04-22","Fayette","Tennessee","47047",48,1,41133,"1824.8","704.5",58.386089425124204,11.669462475384728
"2020-04-22","Sequatchie","Tennessee","47153",3,0,15026,"688.6","265.9",56.50996615268899,1.996539331824837
"2020-04-22","Harrisonburg city","Virginia","51660",318,8,53016,"45.5","17.6",3012.272727272727,59.9818922589407
"2020-04-22","New London","Connecticut","09011",397,14,265206,"1725.1","666.1",398.1474253115148,14.969495411114378
"2020-04-22","Pittsylvania","Virginia","51143",7,1,60354,"2514.5","970.9",62.16294160057679,1.1598237067965669
"2020-04-22","Noble","Indiana","18113",45,4,47744,"1064.8","411.1",116.13719289710532,9.425268096514746
"2020-04-22","Wabasha","Minnesota","27157",8,0,21627,"1359.9","525",41.19428571428571,3.699079853886346
"2020-04-22","Concho","Texas","48095",1,0,2726,"2568","991.5",2.7493696419566316,3.668378576669112
"2020-04-22","Russell","Kentucky","21207",16,2,17923,"656.7","253.5",70.70216962524655,8.927076940244378
"2020-04-22","Meagher","Montana","30059",1,0,1862,"6194.9","2391.9",0.7784606379865379,5.370569280343717
"2020-04-22","Deuel","South Dakota","46039",1,0,4351,"1615.1","623.6",6.977228992944195,2.2983222247759136
"2020-04-22","Columbus","North Carolina","37047",66,4,55508,"2426.4","936.8",59.252775405636214,11.890177992361462
"2020-04-22","Isle of Wight","Virginia","51093",88,1,37109,"818.2","315.9",117.4707185818297,23.713923845967287
"2020-04-22","Cotton","Oklahoma","40033",5,0,5666,"1649","636.7",8.899010523009267,8.824567596187787
"2020-04-22","Pierce","Nebraska","31139",1,0,7148,"1486.6","574",12.452961672473867,1.3989927252378287
"2020-04-22","Pontotoc","Mississippi","28115",18,2,32174,"1288.3","497.4",64.68435866505831,5.59457947410953
"2020-04-22","Howard","Indiana","18067",75,4,82544,"759.1","293.1",281.6240191061071,9.086063190540802
"2020-04-22","Coos","Oregon","41011",3,0,64487,"4145.4","1600.5",40.29178381755701,0.46521004233411384
"2020-04-22","Lawrence","Ohio","39087",22,0,59463,"1179.6","455.4",130.57312252964428,3.699779694936347
"2020-04-22","Outagamie","Wisconsin","55087",37,2,187885,"1658.6","640.4",293.38694565896316,1.9692897250977992
"2020-04-22","Crawford","Ohio","39033",36,0,41494,"1042","402.3",103.14193388018892,8.67595314985299
"2020-04-22","Jersey","Illinois","17083",10,0,21773,"956.3","369.2",58.973456121343446,4.592844348505029
"2020-04-22","Osborne","Kansas","20141",2,0,3421,"2311.9","892.6",3.832623795653148,5.846243788365975
"2020-04-22","Dodge","Georgia","13091",21,0,20605,"1296.7","500.6",41.16060727127447,10.191701043436058
"2020-04-22","Sanborn","South Dakota","46111",3,0,2344,"1473.8","569",4.119507908611599,12.79863481228669
"2020-04-22","Warren","Indiana","18171",7,1,8265,"945.1","364.9",22.650041107152646,8.469449485783423
"2020-04-22","Jasper","Indiana","18073",24,1,33562,"1450.1","559.9",59.94284693695303,7.150944520588761
"2020-04-22","Lake","Illinois","17097",2379,89,696535,"1159.8","447.8",1555.4600267976775,34.15478044893652
"2020-04-22","Juneau","Wisconsin","55057",11,1,26687,"1988.3","767.7",34.76227693109287,4.12185708397347
"2020-04-22","San Benito","California","06069",46,2,62808,"3597.9","1389.1",45.21488733712476,7.323907782448096
"2020-04-22","Montgomery","Georgia","13209",2,0,9172,"635.5","245.3",37.390949857317565,2.1805494984736153
"2020-04-22","Douglas","Wisconsin","55031",8,0,43150,"3391","1309.3",32.95654166348431,1.853997682502897
"2020-04-22","Stone","Mississippi","28131",21,0,18336,"1153.6","445.4",41.16748989672205,11.452879581151832
"2020-04-22","Oldham","Texas","48359",3,1,2112,"3886.9","1500.7",1.4073432398214167,14.204545454545455
"2020-04-22","Pender","North Carolina","37141",9,0,63060,"2255.2","870.7",72.42448604571034,1.4272121788772598
"2020-04-22","Hinds","Mississippi","28049",377,6,231840,"2251.4","869.3",266.6973426895203,16.261214630779847
"2020-04-22","Wells","Indiana","18179",6,0,28296,"958.3","370",76.47567567567567,2.1204410517387617
"2020-04-22","Ogle","Illinois","17141",71,1,50643,"1965.5","758.9",66.73211226775597,14.019706573465237
"2020-04-22","Madison","New York","36053",106,3,70941,"1698.7","655.9",108.15825583168166,14.94199405139482
"2020-04-22","Van Buren","Michigan","26159",36,2,75677,"1582.5","611",123.85761047463176,4.757059608599707
"2020-04-22","Bristol","Rhode Island","44001",68,0,48479,"63.9","24.7",1962.7125506072875,14.026691969718847
"2020-04-22","Perry","Tennessee","47135",8,0,8076,"1074.7","414.9",19.464931308749097,9.905894006934126
"2020-04-22","Norfolk city","Virginia","51710",126,3,242742,"139.2","53.8",4511.933085501859,5.190696294831549
"2020-04-22","Lauderdale","Alabama","01077",25,3,92729,"1734.1","669.5",138.50485436893203,2.696028211239202
"2020-04-22","Levy","Florida","12075",13,0,41503,"2896.8","1118.4",37.10926323319027,3.1323036888899596
"2020-04-22","George","Mississippi","28039",10,1,24500,"1238.8","478.3",51.223081747856995,4.081632653061225
"2020-04-22","Fredericksburg city","Virginia","51630",17,0,29036,"27.2","10.5",2765.3333333333335,5.85480093676815
"2020-04-22","Quitman","Georgia","13239",3,1,2299,"392.5","151.6",15.16490765171504,13.049151805132666
"2020-04-22","Henry","Virginia","51089",10,1,50557,"990.4","382.4",132.2097280334728,1.9779654647229858
"2020-04-22","Macon","Alabama","01087",27,2,18068,"1581.4","610.6",29.590566655748443,14.94354660172681
"2020-04-22","Hopewell city","Virginia","51670",16,0,22529,"26.5","10.2",2208.7254901960787,7.101957477029607
"2020-04-22","Raleigh","West Virginia","54081",7,0,73361,"1572.1","607",120.85831960461284,0.9541854663922248
"2020-04-22","Assumption","Louisiana","22007",154,1,21891,"877.3","338.7",64.63241806908769,70.34854506418162
"2020-04-22","Somerset","Maryland","24039",11,0,25616,"847.5","327.2",78.28850855745722,4.29419113054341
"2020-04-22","Marlboro","South Carolina","45069",32,0,26118,"1242.5","479.7",54.446529080675425,12.252086683513285
"2020-04-22","Stark","North Dakota","38089",40,2,31489,"3466.1","1338.3",23.529104087274902,12.702848613801645
"2020-04-22","Brunswick","Virginia","51025",12,0,16231,"1466.4","566.2",28.666548922642175,7.393259811471875
"2020-04-22","Franklin","Virginia","51067",17,0,56042,"1792.6","692.1",80.97384770986851,3.0334392063095534
"2020-04-22","Burnet","Texas","48053",13,0,48155,"2577.8","995.3",48.38239726715563,2.699615823901983
"2020-04-22","Jefferson","Oregon","41031",2,0,24658,"4612.5","1780.9",13.845808299174575,0.8110957904128477
"2020-04-22","Lyon","Minnesota","27083",6,0,25474,"1849.9","714.2",35.667880145617474,2.3553427023631937
"2020-04-22","Forest","Pennsylvania","42053",7,0,7247,"1108.9","428.1",16.928287783228217,9.659169311439216
"2020-04-22","Mercer","New Jersey","34021",2845,145,367430,"585.2","226",1625.796460176991,77.42971450344284
